"Season","TeamID","Wins","Loses","WinsAtHome","WinsAtAway","WinsAtNeutral","LosesAtHome","LosesAtAway","LosesAtNeutral","WinPer","WinPerHome","WinPerAway","WinPerNeut","WinPerNotHome","CoachName","CoachYears","SumofWinPer","CoachWinPer"
1989,1268,9,20,5,0,4,10,9,1,0.310344827586207,0.333333333333333,0,0.8,0.285714285714286,"bob_wade",3,1.22792724516862,0.409309081722875
1989,1274,17,12,11,2,4,6,5,1,0.586206896551724,0.647058823529412,0.285714285714286,0.8,0.5,"bill_c_foster",4,2.06650246305419,0.516625615763547
1989,1276,21,6,11,6,4,4,2,0,0.777777777777778,0.733333333333333,0.75,1,0.833333333333333,"steve_fisher",1,0.777777777777778,0.777777777777778
1989,1322,13,16,7,5,1,11,3,2,0.448275862068966,0.388888888888889,0.625,0.333333333333333,0.545454545454545,"dan_bell",1,0.448275862068966,0.448275862068966
1989,1328,28,5,15,7,6,3,0,2,0.848484848484849,0.833333333333333,1,0.75,0.866666666666667,"billy_tubbs",5,4.03391984359726,0.806783968719453
1989,1344,18,10,12,6,0,5,4,1,0.642857142857143,0.705882352941177,0.6,0,0.545454545454545,"rick_barnes",2,1.28571428571429,0.642857142857143
1989,1350,20,9,9,8,3,4,2,3,0.689655172413793,0.692307692307692,0.8,0.5,0.6875,"dick_tarrant",5,3.4551724137931,0.691034482758621
1989,1353,18,12,11,6,1,6,5,1,0.6,0.647058823529412,0.545454545454545,0.5,0.538461538461538,"bob_wenzel",4,2.38074256522532,0.595185641306331
1989,1356,19,13,8,4,7,7,4,2,0.59375,0.533333333333333,0.5,0.777777777777778,0.647058823529412,"rich_herrin",4,1.57808048433048,0.394520121082621
1989,1359,7,17,5,2,0,10,6,1,0.291666666666667,0.333333333333333,0.25,0,0.222222222222222,"ed_mclean",2,0.550925925925926,0.275462962962963
1989,1362,14,12,9,3,2,7,4,1,0.538461538461538,0.5625,0.428571428571429,0.666666666666667,0.5,"jim_brovelli",4,1.60790598290598,0.401976495726496
1989,1364,21,8,11,9,1,5,2,1,0.724137931034483,0.6875,0.818181818181818,0.5,0.769230769230769,"jerry_pimm",5,2.79446760136415,0.558893520272831
1989,1371,25,6,12,7,6,3,2,1,0.806451612903226,0.8,0.777777777777778,0.857142857142857,0.8125,"p_j_carlesimo",5,2.5871129885646,0.51742259771292
1989,1375,21,8,11,6,4,7,0,1,0.724137931034483,0.611111111111111,1,0.8,0.909090909090909,"ronnie_arrow",2,1.22413793103448,0.612068965517242
1989,1381,8,18,7,1,0,15,1,2,0.307692307692308,0.318181818181818,0.5,0,0.25,"neil_roberts",1,0.307692307692308,0.307692307692308
1989,1385,15,13,11,3,1,8,5,0,0.535714285714286,0.578947368421053,0.375,1,0.444444444444444,"lou_carnesecca",5,3.63949579831933,0.727899159663866
1989,1397,19,10,13,5,1,6,4,0,0.655172413793103,0.684210526315789,0.555555555555556,1,0.6,"don_devoe",5,2.70043103448276,0.540086206896552
1989,1400,24,8,12,8,4,4,2,2,0.75,0.75,0.8,0.666666666666667,0.75,"thomas_penders",5,3.29190696215168,0.658381392430336
1989,1424,26,7,13,8,5,5,1,1,0.787878787878788,0.722222222222222,0.888888888888889,0.833333333333333,0.866666666666667,"jerry_tarkanian",5,4.37176751578374,0.874353503156749
1989,1425,9,22,5,1,3,10,8,4,0.290322580645161,0.333333333333333,0.111111111111111,0.428571428571429,0.25,"george_raveling",5,2.06810035842294,0.413620071684588
1989,1438,19,10,14,3,2,5,2,3,0.655172413793103,0.736842105263158,0.6,0.4,0.5,"terry_holland",5,2.87463054187192,0.574926108374384
1989,1443,14,15,10,3,1,9,5,1,0.482758620689655,0.526315789473684,0.375,0.5,0.4,"murray_arnold",4,2.47110360903464,0.617775902258661
1989,1103,21,7,14,7,0,5,2,0,0.75,0.736842105263158,0.777777777777778,NA,0.777777777777778,"bob_huggins",5,3.27361204013378,0.654722408026756
1989,1109,8,16,5,2,1,11,3,2,0.333333333333333,0.3125,0.4,0.333333333333333,0.375,"gary_zarecky",4,1.29166666666667,0.322916666666667
1989,1113,12,16,8,3,1,7,7,2,0.428571428571429,0.533333333333333,0.3,0.333333333333333,0.307692307692308,"bob_schermerhorn",1,0.428571428571429,0.428571428571429
1989,1119,11,15,8,3,0,9,4,2,0.423076923076923,0.470588235294118,0.428571428571429,0,0.333333333333333,"les_wothke",5,2.00722425722426,0.401444851444851
1989,1120,9,19,7,1,1,10,7,2,0.321428571428571,0.411764705882353,0.125,0.333333333333333,0.181818181818182,"sonny_smith",5,2.78758438241197,0.557516876482394
1989,1123,27,2,12,11,4,1,1,0,0.931034482758621,0.923076923076923,0.916666666666667,1,0.9375,"rick_majerus",4,2.63341543513957,0.658353858784893
1989,1130,12,16,7,4,1,9,6,1,0.428571428571429,0.4375,0.4,0.5,0.416666666666667,"jim_j_o'brien",5,2.25084473636198,0.450168947272395
1989,1132,10,16,6,4,0,9,5,2,0.384615384615385,0.4,0.444444444444444,0,0.363636363636364,"jim_larranaga",3,1.28774928774929,0.429249762583096
1989,1135,5,19,3,1,1,10,8,1,0.208333333333333,0.230769230769231,0.111111111111111,0.5,0.181818181818182,"mike_cingiser",5,1.58096432552954,0.316192865105909
1989,1163,16,12,13,3,0,8,3,1,0.571428571428571,0.619047619047619,0.5,0,0.428571428571429,"jim_calhoun",5,2.98645320197044,0.597290640394088
1989,1171,17,9,11,5,1,9,0,0,0.653846153846154,0.55,1,1,1,"paul_cormier",5,2.46269990878687,0.492539981757373
1989,1173,12,17,9,3,0,9,8,0,0.413793103448276,0.5,0.272727272727273,NA,0.272727272727273,"don_donoher",5,2.48015873015873,0.496031746031746
1989,1175,9,15,6,3,0,10,4,1,0.375,0.375,0.428571428571429,0,0.375,"jeff_jones",1,0.375,0.375
1989,1178,7,21,7,0,0,13,6,2,0.25,0.35,0,0,0,"ricky_byrdsong",1,0.25,0.25
1989,1198,9,17,7,2,0,10,6,1,0.346153846153846,0.411764705882353,0.25,0,0.222222222222222,"rich_walker",2,0.692307692307692,0.346153846153846
1989,1201,15,14,11,3,1,9,4,1,0.517241379310345,0.55,0.428571428571429,0.5,0.444444444444444,"ron_adams",3,1.0727969348659,0.357598978288633
1989,1220,14,14,6,6,2,8,5,1,0.5,0.428571428571429,0.545454545454545,0.666666666666667,0.571428571428571,"butch_van_breda_kolff",5,2.62579821200511,0.525159642401022
1989,1222,17,14,11,5,1,7,4,3,0.548387096774194,0.611111111111111,0.555555555555556,0.25,0.461538461538462,"pat_foster",5,2.99014954888147,0.598029909776295
1989,1228,26,4,16,7,3,4,0,0,0.866666666666667,0.8,1,1,1,"lou_henson",5,3.77460140897293,0.754920281794587
1989,1229,13,17,9,4,0,10,4,3,0.433333333333333,0.473684210526316,0.5,0,0.363636363636364,"bob_donewald",5,2.8602809706258,0.57205619412516
1989,1232,3,24,3,0,0,12,9,3,0.111111111111111,0.2,0,0,0,"ronald_greene",5,1.52393162393162,0.304786324786325
1989,1234,22,8,15,5,2,6,2,0,0.733333333333333,0.714285714285714,0.714285714285714,1,0.777777777777778,"tom_davis",5,3.00415379227949,0.600830758455897
1989,1242,16,12,8,4,4,6,4,2,0.571428571428571,0.571428571428571,0.5,0.666666666666667,0.571428571428571,"roy_williams",1,0.571428571428571,0.571428571428571
1989,1243,17,10,11,5,1,7,2,1,0.62962962962963,0.611111111111111,0.714285714285714,0.5,0.666666666666667,"lon_kruger",5,2.95929995929996,0.591859991859992
1989,1248,19,10,9,9,1,7,2,1,0.655172413793103,0.5625,0.818181818181818,0.5,0.769230769230769,"john_leone",1,0.655172413793103,0.655172413793103
1989,1251,8,17,3,5,0,9,8,0,0.32,0.25,0.384615384615385,NA,0.384615384615385,"jeff_meyer",1,0.32,0.32
1989,1256,22,8,10,7,5,7,1,0,0.733333333333333,0.588235294117647,0.875,1,0.923076923076923,"tommy_joe_eagles",4,2.73781033781034,0.684452584452584
1989,1283,20,9,13,6,1,4,4,1,0.689655172413793,0.764705882352941,0.6,0.5,0.583333333333333,"charles_spoonhour",5,3.50031451307313,0.700062902614627
1989,1286,11,15,8,2,1,10,4,1,0.423076923076923,0.444444444444444,0.333333333333333,0.5,0.375,"stu_starner",5,2.54011396011396,0.508022792022792
1989,1298,6,22,4,2,0,12,8,2,0.214285714285714,0.25,0.2,0,0.166666666666667,"pete_herrmann",3,1.47069597069597,0.49023199023199
1989,1301,20,8,16,4,0,5,2,1,0.714285714285714,0.761904761904762,0.666666666666667,0,0.571428571428571,"jim_valvano",5,3.34809673085535,0.66961934617107
1989,1304,15,15,13,1,1,9,4,2,0.5,0.590909090909091,0.2,0.333333333333333,0.25,"danny_nee",5,2.93771490323215,0.587542980646429
1989,1307,19,10,12,6,1,5,4,1,0.655172413793103,0.705882352941177,0.6,0.5,0.583333333333333,"dave_bliss",5,3.38525899387968,0.677051798775937
1989,1308,19,10,12,5,2,6,3,1,0.655172413793103,0.666666666666667,0.625,0.666666666666667,0.636363636363636,"neil_mccarthy",5,2.77723744965124,0.555447489930248
1989,1310,9,19,5,3,1,11,7,1,0.321428571428571,0.3125,0.3,0.5,0.333333333333333,"andy_walker",4,2,0.5
1989,1318,17,11,8,7,2,6,3,2,0.607142857142857,0.571428571428571,0.7,0.5,0.642857142857143,"karl_fogel",3,1.94285714285714,0.647619047619048
1989,1326,17,14,9,5,3,9,4,1,0.548387096774194,0.5,0.555555555555556,0.75,0.615384615384615,"gary_williams",5,2.76377171215881,0.552754342431762
1989,1333,22,7,10,8,4,4,2,1,0.758620689655172,0.714285714285714,0.8,0.8,0.8,"ralph_miller",5,3.2234993614304,0.644699872286079
1989,1336,18,11,9,6,3,5,3,3,0.620689655172414,0.642857142857143,0.666666666666667,0.5,0.6,"bruce_parkhill",5,2.15939335887612,0.431878671775223
1989,1338,17,12,10,5,2,7,4,1,0.586206896551724,0.588235294117647,0.555555555555556,0.666666666666667,0.583333333333333,"paul_evans",5,3.82947454844007,0.765894909688013
1989,1352,19,8,12,7,0,6,1,1,0.703703703703704,0.666666666666667,0.875,0,0.777777777777778,"jarrett_durham",5,2.17575498575499,0.435150997150997
1989,1354,24,7,12,8,4,6,1,0,0.774193548387097,0.666666666666667,0.888888888888889,1,0.923076923076923,"cy_alexander",2,1.2541935483871,0.627096774193548
1989,1360,6,20,3,2,1,11,8,1,0.230769230769231,0.214285714285714,0.2,0.5,0.25,"hank_egan",5,2.57393693263259,0.514787386526517
1989,1361,12,17,11,1,0,11,6,0,0.413793103448276,0.5,0.142857142857143,NA,0.142857142857143,"jim_brandenburg",5,2.5888783630163,0.517775672603259
1989,1387,22,9,13,6,3,7,0,2,0.709677419354839,0.65,1,0.6,0.818181818181818,"rich_grawer",5,2.87491039426523,0.574982078853047
1989,1389,22,7,11,7,4,4,2,1,0.758620689655172,0.733333333333333,0.777777777777778,0.8,0.785714285714286,"ted_fiore",3,2.16602809706258,0.722009365687527
1989,1391,17,12,11,5,1,8,3,1,0.586206896551724,0.578947368421053,0.625,0.5,0.6,"glenn_wilkes",5,2.32595048629531,0.465190097259063
1989,1401,15,14,8,4,3,8,3,3,0.517241379310345,0.5,0.571428571428571,0.5,0.538461538461538,"shelby_metcalf",5,2.90442086648983,0.580884173297966
1989,1414,12,17,7,4,1,8,8,1,0.413793103448276,0.466666666666667,0.333333333333333,0.5,0.357142857142857,"bill_mulligan",5,2.41141215106732,0.482282430213465
1989,1417,20,9,12,7,1,6,2,1,0.689655172413793,0.666666666666667,0.777777777777778,0.5,0.727272727272727,"jim_harrick",5,3.27374566684911,0.654749133369823
1989,1420,13,11,5,7,1,8,2,1,0.541666666666667,0.384615384615385,0.777777777777778,0.5,0.727272727272727,"earl_hawkins",1,0.541666666666667,0.541666666666667
1989,1428,15,17,10,4,1,8,7,2,0.46875,0.555555555555556,0.363636363636364,0.333333333333333,0.357142857142857,"lynn_archibald",5,2.8124007936508,0.562480158730159
1989,1450,10,19,5,1,4,9,6,4,0.344827586206897,0.357142857142857,0.142857142857143,0.5,0.333333333333333,"kelvin_sampson",2,0.793103448275863,0.396551724137931
1989,1455,18,10,12,5,1,6,3,1,0.642857142857143,0.666666666666667,0.625,0.5,0.6,"eddie_fogler",3,1.99884792626728,0.666282642089094
1989,1458,15,11,11,3,1,9,2,0,0.576923076923077,0.55,0.6,1,0.666666666666667,"steve_yoder",5,2.21989010989011,0.443978021978022
1989,1463,9,17,6,3,0,10,5,2,0.346153846153846,0.375,0.375,0,0.3,"dick_kuchen",4,1.72769230769231,0.431923076923077
1989,1116,24,6,13,5,6,5,1,0,0.8,0.722222222222222,0.833333333333333,1,0.916666666666667,"nolan_richardson_jr",5,3.29197521055141,0.658395042110281
1989,1191,24,5,15,9,0,4,0,1,0.827586206896552,0.789473684210526,1,0,0.9,"jim_crews",4,2.39311327242362,0.598278318105904
1989,1196,20,12,9,8,3,5,3,4,0.625,0.642857142857143,0.727272727272727,0.428571428571429,0.611111111111111,"norm_sloan",5,3.1476574500768,0.629531490015361
1989,1250,9,18,6,2,1,10,6,2,0.333333333333333,0.375,0.25,0.333333333333333,0.272727272727273,"dave_duke",1,0.333333333333333,0.333333333333333
1989,1263,9,18,4,4,1,9,6,3,0.333333333333333,0.307692307692308,0.4,0.25,0.357142857142857,"rudy_keeling",1,0.333333333333333,0.333333333333333
1989,1437,15,15,9,3,3,10,3,2,0.5,0.473684210526316,0.5,0.6,0.545454545454545,"rollie_massimino",5,2.90918310898027,0.581836621796054
1989,1449,12,16,8,4,0,7,6,3,0.428571428571429,0.533333333333333,0.4,0,0.307692307692308,"andy_russo",5,2.91594893797341,0.583189787594682
1989,1141,11,16,7,4,0,9,5,2,0.407407407407407,0.4375,0.444444444444444,0,0.363636363636364,"charlie_coles",4,2.0248433048433,0.506210826210826
1989,1150,16,11,10,5,1,7,3,1,0.592592592592593,0.588235294117647,0.625,0.5,0.6,"jeff_mullins",4,2.02407407407407,0.506018518518519
1989,1155,18,10,13,3,2,7,1,2,0.642857142857143,0.65,0.75,0.5,0.625,"cliff_ellis",5,3.06822836661546,0.613645673323093
1989,1216,15,13,9,5,1,7,5,1,0.535714285714286,0.5625,0.5,0.5,0.5,"jack_phelan",5,2.17892591279688,0.435785182559376
1989,1270,16,13,9,6,1,10,3,0,0.551724137931034,0.473684210526316,0.666666666666667,1,0.7,"steve_welch",2,0.793103448275862,0.396551724137931
1989,1277,15,13,9,4,2,7,5,1,0.535714285714286,0.5625,0.444444444444444,0.666666666666667,0.5,"jud_heathcote",5,2.71428571428572,0.542857142857143
1989,1280,13,15,9,2,2,9,4,2,0.464285714285714,0.5,0.333333333333333,0.5,0.4,"richard_williams",3,1.03373015873016,0.344576719576719
1989,1291,10,15,3,5,2,10,5,0,0.4,0.230769230769231,0.5,1,0.583333333333333,"jim_phelan",1,0.4,0.4
1989,1293,17,10,9,5,3,6,2,2,0.62962962962963,0.6,0.714285714285714,0.6,0.666666666666667,"steve_newton",4,2.21693732193732,0.55423433048433
1989,1296,9,17,4,4,1,10,7,0,0.346153846153846,0.285714285714286,0.363636363636364,1,0.416666666666667,"jim_rosborough",3,0.895384615384615,0.298461538461538
1989,1311,8,16,3,3,2,7,6,3,0.333333333333333,0.3,0.333333333333333,0.4,0.357142857142857,"gordon_stauffer",5,2.03884057971014,0.407768115942029
1989,1323,20,8,12,7,1,4,4,0,0.714285714285714,0.75,0.636363636363636,1,0.666666666666667,"digger_phelps",5,3.70571063674512,0.741142127349024
1989,1365,19,10,11,6,2,7,2,1,0.655172413793103,0.611111111111111,0.75,0.666666666666667,0.727272727272727,"carroll_williams",5,2.88772577996716,0.577545155993432
1989,1373,23,4,10,11,2,4,0,0,0.851851851851852,0.714285714285714,1,1,1,"mike_deane",3,2.22222222222222,0.740740740740741
1989,1383,9,16,7,1,1,12,4,0,0.36,0.368421052631579,0.2,1,0.333333333333333,"rich_zvosec",1,0.36,0.36
1989,1386,8,21,5,3,0,10,7,4,0.275862068965517,0.333333333333333,0.3,0,0.214285714285714,"jim_boyle",5,2.79885057471264,0.559770114942529
1989,1421,12,14,7,2,3,10,4,0,0.461538461538462,0.411764705882353,0.333333333333333,1,0.555555555555556,"don_doucette",1,0.461538461538462,0.461538461538462
1989,1427,11,13,5,6,0,7,6,0,0.458333333333333,0.416666666666667,0.5,NA,0.5,"ken_burmeister",3,1.6235754985755,0.5411918328585
1989,1431,24,6,17,4,3,6,0,0,0.8,0.739130434782609,1,1,1,"don_haskins",5,3.82650862068965,0.765301724137931
1989,1451,14,11,7,6,1,8,3,0,0.56,0.466666666666667,0.666666666666667,1,0.7,"denny_huston",1,0.56,0.56
1989,1106,11,15,9,1,1,14,1,0,0.423076923076923,0.391304347826087,0.5,1,0.666666666666667,"james_oliver",5,1.89307692307692,0.378615384615385
1989,1148,6,18,3,2,1,14,4,0,0.25,0.176470588235294,0.333333333333333,1,0.428571428571429,"mike_brown",1,0.25,0.25
1989,1162,6,18,3,2,1,10,6,2,0.25,0.230769230769231,0.25,0.333333333333333,0.272727272727273,"wally_halas",2,0.416666666666667,0.208333333333333
1989,1227,12,17,6,4,2,10,7,0,0.413793103448276,0.375,0.363636363636364,1,0.461538461538462,"bob_hallberg",5,2.24622900088417,0.449245800176835
1989,1241,13,14,9,4,0,8,4,2,0.481481481481481,0.529411764705882,0.5,0,0.4,"lefty_driesell",3,1.69987228607918,0.566624095359727
1989,1278,16,11,13,3,0,9,2,0,0.592592592592593,0.590909090909091,0.6,NA,0.6,"clem_haskins",5,2.44118844118844,0.488237688237688
1989,1306,4,22,0,4,0,10,12,0,0.153846153846154,0,0.25,NA,0.25,"gerry_friel",5,1.06887078438803,0.213774156877605
1989,1329,15,12,13,1,1,9,1,2,0.555555555555556,0.590909090909091,0.5,0.333333333333333,0.4,"leonard_hamilton",3,1.26923076923077,0.423076923076923
1989,1345,15,16,11,3,1,11,3,2,0.483870967741935,0.5,0.5,0.333333333333333,0.444444444444444,"gene_keady",5,3.60537799200758,0.721075598401516
1989,1423,16,14,8,6,2,8,5,1,0.533333333333333,0.5,0.545454545454545,0.666666666666667,0.571428571428571,"robert_mcpherson",3,1.65402298850575,0.551340996168582
1989,1111,17,8,7,9,1,4,3,1,0.68,0.636363636363636,0.75,0.5,0.714285714285714,"tom_apke",5,1.87076923076923,0.374153846153846
1989,1112,27,3,14,8,5,2,0,1,0.9,0.875,1,0.833333333333333,0.928571428571429,"lute_olson",5,3.83734139423795,0.767468278847589
1989,1114,23,7,16,6,1,6,1,0,0.766666666666667,0.727272727272727,0.857142857142857,1,0.875,"mike_newell",5,3.52298850574713,0.704597701149425
1989,1131,21,9,10,7,4,6,0,3,0.7,0.625,1,0.571428571428571,0.785714285714286,"mike_jarvis",4,2.74252873563218,0.685632183908046
1989,1134,1,23,1,0,0,14,8,1,0.0416666666666667,0.0666666666666667,0,0,0,"mark_reiner",5,1.3215811965812,0.264316239316239
1989,1137,20,7,10,6,4,6,1,0,0.740740740740741,0.625,0.857142857142857,1,0.909090909090909,"charles_woollum",5,3.08444444444445,0.616888888888889
1989,1161,21,9,11,8,2,6,2,1,0.7,0.647058823529412,0.8,0.666666666666667,0.769230769230769,"tiny_grant",4,2.43412698412698,0.608531746031746
1989,1177,19,11,12,5,2,5,3,3,0.633333333333333,0.705882352941177,0.625,0.4,0.538461538461538,"joey_meyer",5,3.55,0.71
1989,1221,12,15,8,4,0,10,4,1,0.444444444444444,0.444444444444444,0.5,0,0.444444444444444,"george_blaney",5,1.92651186616704,0.385302373233408
1989,1235,17,11,11,2,4,7,2,2,0.607142857142857,0.611111111111111,0.5,0.666666666666667,0.6,"johnny_orr",5,2.90075716110199,0.580151432220398
1989,1245,20,10,10,8,2,4,3,3,0.666666666666667,0.714285714285714,0.727272727272727,0.4,0.625,"jim_mcdonald",5,2.54400691900692,0.508801383801384
1989,1279,14,14,9,2,3,9,3,2,0.5,0.5,0.4,0.6,0.5,"ed_murphy",3,1.40740740740741,0.469135802469136
1989,1305,15,12,11,4,0,8,3,1,0.555555555555556,0.578947368421053,0.571428571428571,0,0.5,"len_stevens",5,2.29964630351727,0.459929260703454
1989,1330,14,13,8,5,1,7,3,3,0.518518518518518,0.533333333333333,0.625,0.25,0.5,"tom_young",5,2.61402116402116,0.522804232804233
1989,1331,8,20,3,4,1,12,8,0,0.285714285714286,0.2,0.333333333333333,1,0.384615384615385,"ken_trickey",2,0.561576354679803,0.280788177339901
1989,1343,17,7,10,6,1,5,1,1,0.708333333333333,0.666666666666667,0.857142857142857,0.5,0.777777777777778,"pete_carril",5,2.79702898550725,0.559405797101449
1989,1348,12,15,6,4,2,10,4,1,0.444444444444444,0.375,0.5,0.666666666666667,0.545454545454545,"al_skinner",1,0.444444444444444,0.444444444444444
1989,1349,11,16,8,2,1,11,4,1,0.407407407407407,0.421052631578947,0.333333333333333,0.5,0.375,"scott_thompson",2,0.567407407407407,0.283703703703704
1989,1379,10,17,7,3,0,8,6,3,0.37037037037037,0.466666666666667,0.333333333333333,0,0.25,"m_k_turk",5,2.30166666666667,0.460333333333333
1989,1395,16,13,10,5,1,7,4,2,0.551724137931034,0.588235294117647,0.555555555555556,0.333333333333333,0.5,"moe_iba",4,1.98278233898923,0.495695584747309
1989,1435,18,13,13,4,1,8,2,3,0.580645161290323,0.619047619047619,0.666666666666667,0.25,0.5,"c_m_newton",5,2.59677419354839,0.519354838709678
1989,1447,9,16,6,3,0,10,5,1,0.36,0.375,0.375,0,0.333333333333333,"neil_kennett",5,1.94333333333333,0.388666666666667
1989,1448,13,15,6,3,4,8,6,1,0.464285714285714,0.428571428571429,0.333333333333333,0.8,0.5,"bob_staak",5,2.05541871921182,0.411083743842365
1989,1453,11,14,7,3,1,9,4,1,0.44,0.4375,0.428571428571429,0.5,0.444444444444444,"dick_bennett",4,1.7,0.425
1989,1154,12,12,6,5,1,8,3,1,0.5,0.428571428571429,0.625,0.5,0.6,"randy_nesbit",4,1.5,0.375
1989,1168,15,13,7,7,1,5,7,1,0.535714285714286,0.583333333333333,0.5,0.5,0.5,"john_sneed",1,0.535714285714286,0.535714285714286
1989,1200,13,15,9,4,0,8,4,3,0.464285714285714,0.529411764705882,0.5,0,0.363636363636364,"nick_macarchuk",5,2.92354497354497,0.584708994708995
1989,1233,14,15,9,5,0,6,3,6,0.482758620689655,0.6,0.625,0,0.357142857142857,"gary_brokaw",3,1.40740740740741,0.469135802469136
1989,1285,16,11,8,7,1,5,5,1,0.592592592592593,0.615384615384615,0.583333333333333,0.5,0.571428571428571,"stew_morrill",3,1.72951566951567,0.57650522317189
1989,1337,19,12,10,7,2,6,3,3,0.612903225806452,0.625,0.7,0.4,0.6,"tom_asbury",1,0.612903225806452,0.612903225806452
1989,1426,7,21,5,2,0,13,7,1,0.25,0.277777777777778,0.222222222222222,0,0.2,"mark_nixon",1,0.25,0.25
1989,1444,9,16,5,4,0,8,7,1,0.36,0.384615384615385,0.363636363636364,0,0.333333333333333,"vern_payne",5,1.89593406593407,0.379186813186813
1989,1452,25,4,12,11,2,1,2,1,0.862068965517241,0.923076923076923,0.846153846153846,0.666666666666667,0.8125,"gale_catlett",5,3.55018681726134,0.710037363452269
1989,1153,14,11,10,4,0,6,5,0,0.56,0.625,0.444444444444444,NA,0.444444444444444,"tony_yates",5,2.19390313390313,0.438780626780627
1989,1164,18,11,8,6,4,7,3,1,0.620689655172414,0.533333333333333,0.666666666666667,0.8,0.714285714285714,"fang_mitchell",3,1.33365261813538,0.444550872711792
1989,1166,20,10,11,6,3,7,3,0,0.666666666666667,0.611111111111111,0.666666666666667,1,0.75,"tony_barone",4,1.72446886446886,0.431117216117216
1989,1197,16,10,9,5,2,7,0,3,0.615384615384615,0.5625,1,0.4,0.7,"willie_booker",5,2.37602564102564,0.475205128205128
1989,1238,12,13,5,6,1,8,4,1,0.48,0.384615384615385,0.6,0.5,0.583333333333333,"john_prince",3,1.40307692307692,0.467692307692308
1989,1239,12,16,8,1,3,8,5,3,0.428571428571429,0.5,0.166666666666667,0.5,0.333333333333333,"rich_haddad",2,0.650793650793651,0.325396825396825
1989,1247,26,5,12,10,4,2,2,1,0.838709677419355,0.857142857142857,0.833333333333333,0.8,0.823529411764706,"speedy_morris",3,2.12888824884793,0.709629416282642
1989,1264,7,20,3,3,1,9,10,1,0.259259259259259,0.25,0.230769230769231,0.5,0.266666666666667,"steve_lappas",1,0.259259259259259,0.259259259259259
1989,1284,13,13,8,4,1,9,4,0,0.5,0.470588235294118,0.5,1,0.555555555555556,"wayne_szoke",5,2.30648953301127,0.461297906602254
1989,1309,19,10,10,8,1,5,4,1,0.655172413793103,0.666666666666667,0.666666666666667,0.5,0.642857142857143,"tim_floyd",3,1.70930346792416,0.569767822641386
1989,1363,4,23,2,1,1,12,10,1,0.148148148148148,0.142857142857143,0.0909090909090909,0.5,0.153846153846154,"bill_berry",5,2.20129678750368,0.440259357500736
1989,1372,10,18,6,2,2,11,6,1,0.357142857142857,0.352941176470588,0.25,0.666666666666667,0.363636363636364,"mike_martin_sfa",1,0.357142857142857,0.357142857142857
1989,1402,12,17,8,4,0,12,4,1,0.413793103448276,0.4,0.5,0,0.444444444444444,"harry_larrabee",3,1.11379310344828,0.371264367816092
1989,1405,14,15,11,3,0,9,5,1,0.482758620689655,0.55,0.375,0,0.333333333333333,"jay_eck",2,1.02122015915119,0.510610079575597
1989,1117,17,9,12,3,2,8,0,1,0.653846153846154,0.6,1,0.666666666666667,0.833333333333333,"nelson_catalina",5,2.77576733611216,0.555153467222433
1989,1124,5,22,4,1,0,10,11,1,0.185185185185185,0.285714285714286,0.0833333333333333,0,0.0769230769230769,"gene_iba",5,2.42846158270071,0.485692316540143
1989,1129,22,6,13,9,0,3,3,0,0.785714285714286,0.8125,0.75,NA,0.75,"bobby_dye",5,3.2005291005291,0.64010582010582
1989,1133,13,14,9,3,1,8,4,2,0.481481481481481,0.529411764705882,0.428571428571429,0.333333333333333,0.4,"stan_albeck",3,1.91957671957672,0.639858906525573
1989,1145,12,15,7,5,0,9,4,2,0.444444444444444,0.4375,0.555555555555556,0,0.454545454545455,"marty_marbach",2,0.703703703703703,0.351851851851852
1989,1156,15,9,8,7,0,6,2,1,0.625,0.571428571428571,0.777777777777778,0,0.7,"kevin_mackey",5,3.71360398860399,0.742720797720798
1989,1160,7,21,5,0,2,12,6,3,0.25,0.294117647058824,0,0.4,0.181818181818182,"tom_miller",5,1.84142857142857,0.368285714285714
1989,1182,12,16,7,4,1,9,5,2,0.428571428571429,0.4375,0.444444444444444,0.333333333333333,0.416666666666667,"jim_satalin",5,1.93227513227513,0.386455026455026
1989,1187,13,14,8,4,1,9,4,1,0.481481481481481,0.470588235294118,0.5,0.5,0.5,"mike_steele",2,0.712250712250712,0.356125356125356
1989,1190,16,10,7,3,6,6,3,1,0.615384615384615,0.538461538461538,0.5,0.857142857142857,0.692307692307692,"les_robinson",5,2.25099715099715,0.45019943019943
1989,1202,14,11,7,5,2,6,3,2,0.56,0.538461538461538,0.625,0.5,0.583333333333333,"butch_estes",4,1.92420289855072,0.481050724637681
1989,1223,8,19,4,2,2,9,7,3,0.296296296296296,0.307692307692308,0.222222222222222,0.4,0.285714285714286,"tommy_jones",4,1.50727734423387,0.376819336058467
1989,1257,22,8,11,8,3,4,4,0,0.733333333333333,0.733333333333333,0.666666666666667,1,0.733333333333333,"denny_crum",5,3.25709921798631,0.651419843597263
1989,1265,11,15,7,4,0,10,4,1,0.423076923076923,0.411764705882353,0.5,0,0.444444444444444,"dave_magarity",3,1.76657824933687,0.588859416445623
1989,1288,14,13,8,5,1,9,3,1,0.518518518518518,0.470588235294118,0.625,0.5,0.6,"nathaniel_frazier",4,1.40964590964591,0.352411477411477
